entry_id,country,institution_current,collection_title_or_search_entry,date_range,subject_scope,stated_count,relationship_phrase,physical_structure,source_url,unit_level,production_period,subject_cluster,commercial_or_institutional,circulation_mode,count_namespace,historical_actor_role,analysis_review,analysis_basis
DE-MFN-EHRENBERG-8000-1876,DE,"Museum für Naturkunde Berlin","Christian Gottfried Ehrenberg microscopic-organism collection","nineteenth-century collection; transferred 1876","protists; diatoms; microorganisms; global collecting","approximately 8000 microscope preparations plus 5000 raw samples 3000 drawings and nearly 1000 letters","collected by; received by; held by","large personal research collection with preparations raw samples and documentary material",https://www.museumfuernaturkunde.berlin/en/museum/collection/ehrenberg-collection,named_collection,late_19c_1870_1899,foraminifera_protists,personal_research_collection,research_correspondence_sent,preparation_or_thin_section_count;specimen_object_or_mixed_count,collector_assembler;buyer_recipient_donee;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, count_namespace."
DE-MFN-HUBRECHT-EMBRYOLOGY-LATE19C,DE,"Museum für Naturkunde Berlin","Hubrecht embryological microscope-slide layer","late nineteenth century within later collection","embryology; histology; comparative development","current aggregate Embryology Collection contains about 80000 histological preparations and over 3000 ethanol jars; Hubrecht nineteenth-century slide subtotal unresolved","prepared by; transferred from; held by","historical Hubrecht material within much larger current embryology collection",https://www.museumfuernaturkunde.berlin/en/science/collections/zoology/embryology,mixed_parent_collection,late_19c_1870_1899,embryology_cell_biology,institutional_teaching_research,institutional_transfer_deposit,current_or_mixed_period_aggregate;preparation_or_thin_section_count;specimen_object_or_mixed_count;unstated_or_unresolved,preparer_mounter_producer;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, count_namespace."
US-OHC-SULLIVANT-CABINET-19C,US,Ohio History Connection,"Sullivant microscope slide cabinet","nineteenth century","botany; bryology; microscopy; cabinet collection","slide count unstated; cabinet has nine porcelain-handled drawers","assembled by; held by","nine-drawer slide cabinet",https://ohiohistory.on.worldcat.org/oclc/1298426954,container_assemblage,19c_unspecified,botany,personal_research_collection,retained_without_explicit_transfer,container_count_or_capacity;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-MANCHESTER-CHAFFERS-DIATOM-CABINETS-1895-1904,UK,Manchester Museum,"Sydney Chaffers diatom cabinets",1895-1904,"diatoms; taxonomy; local and global specimens","collection housed in six cabinets; exact slide total not recovered from current source","assembled by; held by","six cabinets of diatom slides",https://www.manchester.ac.uk/discover/news/diatoms-under-the-microscope/,mixed_parent_collection,mixed_19c_plus_20c,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,container_count_or_capacity;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-SMG-DANCER-COMPOUND-MICROSCOPE-SLIDES-C1860,UK,Science Museum Group,"Dancer compound microscope with associated slides","circa 1860","microscopy; instrument use; prepared slides","slide subset present; exact count unstated","prepared by; used by; held by","microscope assemblage with associated prepared slides",https://collection.sciencemuseumgroup.org.uk/search/objects?q=Dancer%20compound%20microscope,named_collection,mid_19c_1840_1869,general_mixed_microscopy,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, subject_cluster, commercial_or_institutional, circulation_mode."
US-OHSU-BELKNAP-26-1883-1884,US,Oregon Health & Science University,"Belknap medical microscope slides",1883-1884,"medical histology; pathology; teaching","26 slides","prepared by; used by; held by","small labelled slide group",https://digitalcollections.ohsu.edu/search?query=microscope%20slides,bounded_set,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
UK-SMG-MICROSCOPE-SLIDE-PIECES-1850-1900,UK,Science Museum Group,"Selection of microscope slide pieces in repurposed cardboard box",1850-1900,"microscopy; fragmentary slides; storage and reuse","selection of slide pieces; exact count unstated","held by","fragmentary slides stored in reused cardboard box",https://collection.sciencemuseumgroup.org.uk/search/objects?q=microscope%20slide%20pieces,mixed_parent_collection,mixed_19c_plus_20c,general_mixed_microscopy,unclear,retained_without_explicit_transfer,unstated_or_unresolved,institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: subject_cluster, circulation_mode, count_namespace."
UK-CAMBRIDGE-DARWIN-BARNACLE-SLIDES-1846-1854,UK,University of Cambridge Museum of Zoology,"Darwin barnacle microscope slides",1846-1854,"barnacles; zoology; morphology; research","around 300 microscope slides","prepared by; used by; held by","research slide series associated with barnacle study",https://www.museum.zoo.cam.ac.uk/collections.archives/collections/darwin-barnacles,named_collection,mid_19c_1840_1869,zoology_invertebrates,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
FR-MNHN-TOPSENT-SPONGE-SLIDES-1886,FR,"Muséum national d'Histoire naturelle, Paris","Emile Topsent Porifera microscope preparation collection","1886 onward","Porifera; sponge histology; taxonomy; marine zoology","around 4000 microscope slides","prepared by; donated by; held by","large sponge slide collection",https://www.mnhn.fr/en/collection/porifera,named_collection,late_19c_1870_1899,zoology_invertebrates,unclear,gift_donation_presentation,physical_slide_count,preparer_mounter_producer;donor_bequeather_depositor;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: unit_level."
UK-RAMM-WB-CARPENTER-FORAMINIFERA-2113,UK,Royal Albert Memorial Museum & Art Gallery,"W. B. Carpenter Foraminifera microscope-slide collection","nineteenth century; catalogued 1984","foraminifera; microscopy; research reference collection","2113 catalogued foraminifera slides","assembled by; held by; catalogued by","large named slide collection",https://rammuseum.org.uk/collections/,named_collection,19c_unspecified,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
UK-RAMM-SLADEN-CARPENTER-MICROSLIDES-7186,UK,Royal Albert Memorial Museum & Art Gallery,"Sladen / Carpenter microscope-slide collections","nineteenth century collections; later catalogue summary","foraminifera; zoology; marine microscopy","7186 microscope slides: 1047 Sladen; 4583 W.B. Carpenter; 1556 P.H. Carpenter","assembled by; held by; catalogued by","three named historical slide collections",https://rammuseum.org.uk/collections/,named_collection,19c_unspecified,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
NZ-OTAGO-HAECKEL-CHALLENGER-RADIOLARIA-50,NZ,Otago Museum,"Haeckel Challenger radiolarian slide box","1872-1887 context","Radiolaria; HMS Challenger; marine microscopy","some fifty microscope slides in a wooden box","prepared by; distributed to; held by","wooden box containing about fifty slides",https://otagomuseum.nz/collections/search-the-collection/,container_assemblage,late_19c_1870_1899,foraminifera_protists,institutional_teaching_research,exchange_distribution,physical_slide_count,preparer_mounter_producer;sender_exchanger_transporter;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional."
UK-LEEDS-CHALLENGER-PORCUPINE-FORAM-SLIDES-1868-1876,UK,Leeds Museums & Galleries,"HMS Porcupine and HMS Challenger foraminifera microscope-slide subset",1868-1876,"foraminifera; Challenger; Porcupine; marine microscopy","subset count unstated within a microscope-slide collection described as thousands strong","collected by; held by; reviewed by","historical foraminifera slides within broader collection",https://museumsandgalleries.leeds.gov.uk/collections/natural-sciences/,named_collection,spans_19c_periods,foraminifera_protists,unclear,retained_without_explicit_transfer,unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: unit_level, production_period, circulation_mode, count_namespace."
DE-JENA-HERTWIG-HISTOLOGY-COLLECTION-1881,DE,Friedrich Schiller University Jena,"Hertwig histology microscope-slide collection","1881 onward","histology; embryology; zoology; teaching and research","count unstated","prepared by; used by; held by","historical histological slide collection",https://www.uni-jena.de/en/collections,named_collection,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
UK-NHM-CHALLENGER-SEDIMENT-SLIDE-DATASET-1873-1876,UK,Natural History Museum London,"HMS Challenger sediment collection slides and derived preparations",1873-1876,"marine sediments; micropalaeontology; expedition microscopy","4713 bottles tubes boxes and slides in collection; dataset exposes 4723 records; pure slide subtotal to filter","collected by; prepared by; donated by; held by; digitised by","mixed containers and microscope-slide preparations with linked dataset",https://data.nhm.ac.uk/dataset/challenger-collection,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,gift_donation_presentation,specimen_object_or_mixed_count,preparer_mounter_producer;collector_assembler;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
IT-PAVIA-GOLGI-NERVOUS-SLIDES-38-1877-1899,IT,University of Pavia,"Camillo Golgi original nervous-tissue histological slides",1877-1899,"nervous tissue; cerebral cortex; cerebellum; hippocampus; dorsal root ganglia; spinal cord; Golgi impregnation","38 surviving nervous-tissue slides examined; six signed by Golgi with five dated 1899 and one dated 1877","prepared by; signed by; held by","surviving labelled histological slides",https://museoperlastoriadelluniversita.unipv.it/en/collections/,named_collection,late_19c_1870_1899,medical_histology_pathology,unclear,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer;other_explicit_role,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: unit_level, circulation_mode."
ES-MUSEO-CAJAL-PERSONAL-HISTOLOGY-4529-1877-1899,ES,Museo Cajal,"Santiago Ramon y Cajal personally prepared histological slide corpus","1877-1899 strict layer within longer career","histology; neuroanatomy; microscopy; research","4529 personally prepared Cajal slides in scholarly corpus; current legal inventory uses a larger mixed total; nineteenth-century subtotal to isolate","prepared by; bequeathed by; held by","large personal histology slide corpus",https://museocajal.isciii.es/,mixed_parent_collection,late_19c_1870_1899,medical_histology_pathology,personal_research_collection,gift_donation_presentation,current_or_mixed_period_aggregate;physical_slide_count;unstated_or_unresolved,preparer_mounter_producer;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
IT-FLORENCE-PACINI-HISTOLOGY-SLIDES-1854-1865,IT,Fondazione Scienza e Tecnica Firenze,"Filippo Pacini histology microscope slides",1854-1865,"histology; pathology; anatomy; cholera; microscopy","named catalogued collection; exact total unstated; multiple individually dated surviving slides described","prepared by; used by; held by","dated historical histology slides",https://www.fstfirenze.it/collezioni/,named_collection,mid_19c_1840_1869,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count;unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
FR-SORBONNE-DEJERINE-HISTOLOGY-1895,FR,Sorbonne Université,"Fondation Dejerine histological-slide collection","1895 onward with nineteenth-century cases","neurology; histology; pathology; clinical research","entire histological-slide corpus of Dejerine neurological cases preserved; exact slide total unstated","prepared by; used by; held by","histological-slide corpus linked to clinical cases",https://patrimoine.sorbonne-universite.fr/fonds-dejerine,named_collection,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
FR-MNHN-COMPARATIVE-ANATOMY-HISTOLOGY-19C,FR,"Muséum national d'Histoire naturelle, Paris","Comparative Anatomy historical histological-slide collection","second half nineteenth century through twentieth century","comparative anatomy; histology; vertebrates; invertebrates","thousands of histological slides added from second half of nineteenth century through twentieth century; pure nineteenth-century count unstated","assembled by; used by; held by","large mixed-period histology collection",https://www.mnhn.fr/en/collection/comparative-anatomy,mixed_parent_collection,mixed_19c_plus_20c,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count;unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-GLASGOW-HEDDLE-BLARNEY-SLIDE-1850-1880,UK,"The Hunterian, University of Glasgow","Blarney Stone geological microscope slide","probably 1850-1880","petrology; mineralogy; rock thin sections; historic monuments","one identified Blarney Stone slide within Hunterian collection of around 40000 geological microscope slides; historical subset unstated","assembled by Heddle; collected by; possibly prepared by Heddle or others; held by","single historical thin section within large geological slide collection",https://www.gla.ac.uk/hunterian/collections/geology/,single_slide,spans_19c_periods,geology_petrography_palaeobotany,personal_research_collection,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;institutional_custodian_cataloguer;attributed_or_uncertain,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-SMG-DANCER-SLIDE-CABINET-C1860,UK,Science Museum Group,"John Benjamin Dancer microscope slide cabinet","circa 1860","microscopy; slide storage; Manchester commercial workshop","cabinet object; contained slide count not stated in record","assembled by; held by","wooden slide cabinet associated with Dancer workshop",https://collection.sciencemuseumgroup.org.uk/search/objects?q=Dancer%20slide%20cabinet,container_assemblage,mid_19c_1840_1869,general_mixed_microscopy,commercial_trade,retained_without_explicit_transfer,unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: subject_cluster, commercial_or_institutional, circulation_mode, count_namespace."
UK-SMG-DANCER-NACHET-ASSEMBLAGE-1860-1895,UK,Science Museum Group,"Dancer / Nachet microscope and slide assemblage",1860-1895,"microscopy; instruments; microphotography; prepared slides","assemblage includes microscope; cabinet with microphotographs; second glass-slide cabinet; separate microphotographic slides","assembled by; used by; held by","multi-object microscope and slide assemblage",https://collection.sciencemuseumgroup.org.uk/search/objects?q=Dancer%20Nachet%20assemblage,named_collection,spans_19c_periods,microphotography_optical_media,institutional_teaching_research,retained_without_explicit_transfer,source_stated_quantity_other,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, production_period, commercial_or_institutional, circulation_mode."
UK-SMG-HIS-EMBRYOGRAPH-SLIDE-1871-1900,UK,Science Museum Group,"Wilhelm His embryograph and microscope slide component",1871-1900,"embryology; apparatus; histological reconstruction","one microscope slide A56760/7 within nine-part embryograph assemblage","designed by; perhaps made by; part of; held by","single slide component within instrument assemblage",https://collection.sciencemuseumgroup.org.uk/search/objects?q=Wilhelm%20His%20embryograph,single_slide,mixed_19c_plus_20c,embryology_cell_biology,unclear,retained_without_explicit_transfer,source_stated_quantity_other,institutional_custodian_cataloguer;attributed_or_uncertain,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: circulation_mode."
UK-CAMBRIDGE-BALFOUR-EMBRYOLOGICAL-SECTIONS-1874-1882,UK,University of Cambridge Museum of Zoology,"Francis Maitland Balfour embryological microscope sections",1874-1882,"embryology; vertebrate development; histology; research","count unstated","prepared by; used by; held by","historical embryological section collection",https://www.museum.zoo.cam.ac.uk/collections.archives/collections/balfour,named_collection,late_19c_1870_1899,embryology_cell_biology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
DE-FREIBERG-HISTORICAL-THIN-SECTIONS-1870,DE,TU Bergakademie Freiberg,"Historical petrographic thin-section collection","oldest preparations probably from 1870; collection expanded later","petrography; mineralogy; teaching and research","about 45000 thin sections total; oldest preparations probably from 1870; nineteenth-century subtotal to filter","prepared by; used by; held by","large mixed-period petrographic thin-section collection",https://tu-freiberg.de/geowsam/museum/mineralogical-collection,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
DE-FREIBERG-FUESS-30-THIN-SECTIONS-1870-1873,DE,TU Bergakademie Freiberg,"Fuess teaching set of 30 rock thin sections",1870-1873,"petrography; teaching; commercial thin sections","30 thin sections","produced by; purchased by; used by; held by","bounded teaching set of rock thin sections",https://tu-freiberg.de/geowsam/museum/mineralogical-collection,named_collection,late_19c_1870_1899,geology_petrography_palaeobotany,hybrid,sale_purchase,preparation_or_thin_section_count,preparer_mounter_producer;user_researcher_teacher;buyer_recipient_donee;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level."
AT-NHMW-MICROPAL-REUSS-KARRER-BRADY-GOES-19C,AT,Naturhistorisches Museum Wien,"Historical micropalaeontology microscope-slide collections","nineteenth century","foraminifera; micropalaeontology; reference collections","more than 50000 mixed objects overall; nineteenth-century microslide subtotal unstated","assembled by; collected by; held by","multiple named slide collections within mixed micropalaeontology holdings",https://www.nhm-wien.ac.at/en/research/geology_palaeontology/collections,mixed_parent_collection,19c_unspecified,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;specimen_object_or_mixed_count;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-OXFORD-RMS-SLIDE-CABINET-1860-1930,UK,History of Science Museum Oxford,"Royal Microscopical Society slide cabinet",1860-1930,"microscopy; mixed biological and mineralogical preparations; society collection","museum holds about 10000 slides; over three-quarters contained in one RMS cabinet; nineteenth-century subtotal to isolate","assembled by; used by; transferred to; held by","large society slide cabinet within mixed-period museum collection",https://www.hsm.ox.ac.uk/microscope-slides,mixed_parent_collection,mixed_19c_plus_20c,general_mixed_microscopy,institutional_teaching_research,institutional_transfer_deposit,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: subject_cluster, commercial_or_institutional, count_namespace."
UK-QMC-SLIDE-COLLECTION-1865-1873,UK,Quekett Microscopical Club,"Quekett Microscopical Club historical slide collection","1865-1873 core; collection continues later","microscopy; society exchange; prepared slides; teaching and demonstration","20000+ slides today; general collection exceeded 2000 preparations by 1873","assembled by; exchanged by; held by; catalogued by","long-lived society slide collection with historical and current layers",https://www.quekett.org/about/collections,mixed_parent_collection,spans_19c_periods,general_mixed_microscopy,institutional_teaching_research,exchange_distribution,current_or_mixed_period_aggregate;physical_slide_count;preparation_or_thin_section_count,collector_assembler;sender_exchanger_transporter;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, subject_cluster, commercial_or_institutional, count_namespace."
UK-NMS-NICOL-FORBES-GEO-SLIDES-1831-1836,UK,National Museums Scotland,"Nicol / Forbes early geological thin-section slides",1831-1836,"geology; fossil wood; early thin-section microscopy","at least 5 specifically described slides in the illustrated surviving group","prepared by; used by; held by","small surviving group of early geological glass slides",https://www.nms.ac.uk/explore-our-collections/stories/natural-sciences/microscope-slides/,bounded_set,early_19c_1800_1839,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
UK-SHEFFIELD-SORBY-METALLURGICAL-MOUNTS-1863-1865,UK,University of Sheffield,"H. C. Sorby metallurgical microscope mounts",1863-1865,"metallurgy; metallography; iron and steel; experimental microscopy","115 extant metallurgical specimens total; one documented subgroup contains 22 specimens; institutional split preserved in catalogue","prepared by; used by; held by","mounted metallurgical preparations surviving across institutional locations",https://www.sheffield.ac.uk/collections/sorby,named_collection,mid_19c_1840_1869,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,specimen_object_or_mixed_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
UK-SHEFFIELD-SORBY-CHEMICAL-PRECIPITATES-1852-1862,UK,University of Sheffield,"Henry Clifton Sorby Chemical Precipitates glass-slide box",1852-1862,"chemical crystallisation; carbonates; fluid-inclusion experiments; experimental microscopy","60 square glass slides with coverslips; includes 10 cavity slides","prepared by; inscribed by; rediscovered by; held by","box of square glass slides and cavity slides",https://eprints.whiterose.ac.uk/102339/,container_assemblage,mid_19c_1840_1869,experimental_physical_science,unclear,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer;other_explicit_role,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: circulation_mode."
US-MCZ-HARVARD-EMBRYOLOGICAL-COLLECTION-LATE19C,US,"Museum of Comparative Zoology, Harvard University","Harvard Embryological Collection / Minot series","late nineteenth century onward","embryology; histology; comparative anatomy; teaching and research","approximately 2500 embryo series on approximately 30000 slides; nineteenth-century subset to isolate","assembled by; used by; held by","large mixed-period embryological slide collection",https://www.mcz.harvard.edu/microscope-slide-collection,mixed_parent_collection,late_19c_1870_1899,embryology_cell_biology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
CA-MCGILL-FRANK-DAWSON-ADAMS-PETROGRAPHIC-SLIDES-1896,CA,McGill University,"Frank Dawson Adams petrographic microscope-slide archive","1896 onward","petrography; structural geology; research; teaching","petrographic microscope slides included among over 1000 mixed photographs glass negatives and slides; microscope-slide subtotal unstated","prepared by; used by; held by","mixed archival/teaching material including petrographic slides",https://archivalcollections.library.mcgill.ca/index.php/frank-dawson-adams-fonds,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count;unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
US-MICHIGAN-TECH-PETROGRAPHIC-SLIDES-C1890,US,Michigan Technological University,"Historical petrographic microscope-slide collection","circa 1890 onward","petrography; mineralogy; teaching collection","surviving boxed slide batch; exact slide count unstated; 1901-02 catalogue later reports 8887 thin-section collections","assembled by; used by; held by","boxed historical petrographic slide material",https://www.mtu.edu/geo/about/facilities/museum/collections/,named_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
AU-GSNSW-THIN-SECTION-COLLECTION-LATE1880S,AU,Geological Survey of New South Wales,"Historical thin-section collection","late 1880s onward","petrography; geology; government survey research","modern parent collection over 94000 rock samples and associated sections/blocks; nineteenth-century thin-section subtotal to isolate; 200-300 sections per year by mid-1890s","commenced by; prepared by; catalogued by; held by; recatalogued by","large government-survey thin-section collection",https://www.resources.nsw.gov.au/geological-survey/geological-collections,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;specimen_object_or_mixed_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-GC-WALLICH-PROTIST-SLIDES-19C,UK,Natural History Museum London,"G. C. Wallich protist microscope-slide collection","nineteenth century; RMS gift 1867","protists; deep-sea microscopy; taxonomy; expedition research","current NHM protist collection contains 25000 slides overall; Wallich subset count to enumerate; separate 1867 RMS gift first instalment was 1031 slides","prepared by; donated by; held by; catalogued by","historical protist slide subset within current collection",https://www.nhm.ac.uk/our-science/collections/zoology-collections/protists.html,mixed_parent_collection,mid_19c_1840_1869,foraminifera_protists,institutional_teaching_research,gift_donation_presentation,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, count_namespace."
UK-LSHTM-RONALD-ROSS-MALARIA-SLIDES-1890S,UK,London School of Hygiene & Tropical Medicine,"Sir Ronald Ross malarial microscope-slide box",1890s,"malaria; Plasmodium; mosquitoes; blood and parasite preparations; colonial medicine","collection of slides in surviving wooden box; exact count to enumerate","prepared by; collected by; archived by; re-examined by","surviving wooden slide box with malaria preparations",https://www.lshtm.ac.uk/research/library-archives-service/archives/ronald-ross-collection,named_collection,late_19c_1870_1899,medical_histology_pathology,personal_research_collection,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
